Jurisdicción,CUE Anexo,Nombre,Sector,Ámbito,Domicilio,CP,Código de área,Teléfono,Fecha alta,Cant. Alumnos,Asignación parcial ($),Asignación final ($),Promedio nota alumnos
Ciudad de Buenos Aires,20052400,MARIANO MORENO,Estatal,Urbano,MORENO 2104 BALVANERA ,C1094,11,4952-1949,28171,3570,0,0,3
San Juan,700021700,REPÚBLICA ARGENTINA,Estatal,Rural,BERMEJO S/N   BERMEJO,J5444,264,4302156,25490,1595,0,0,8
Jujuy,380015000,ESCUELA N 254 EXODO JUJEÑO,Estatal,Rural,AV. EL EXODO   ,Y4631,388,155795388 / 155810731,22766,4614,0,0,10
San Juan,700109900,CENTRO EDUCATIVO DE NIVEL SECUNDARIO C.E.N.S. SOLDADOS DE MALVINAS,Estatal,Rural,LAVALLE   ,,264,4307837,27509,3818,0,0,8
Buenos Aires,60534400,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 JOSÉ MANUEL ESTRADA,Estatal,Urbano,RIVADAVIA E /BELGRANO Y MITRE 600  ,6720,2325,44-3372,29639,2072,0,0,6
Formosa,340026700,EPEP Nº152,Estatal,Rural,   SOLDADO D.SALVATIERRA,P3626,,03717-15594092,20130,2651,0,0,3
La Pampa,420103600,Escuela Nº 267,Estatal,Urbano,Calle 407   entre calles 442 y 440,6360,2302,562770,26309,3974,0,0,6
Misiones,540085901,Aula Sat. Nº 01: ESC. ESPECIAL Nº 06,Estatal,Urbano,DR PRIETO  DR PRIETO       ,N3380,3751,421537/421538/450548,33205,4369,0,0,3
Neuquén,580070900,CE.M.O.E. MARCELINO CHAMPAGNAT,Privado,Urbano,ANTARTIDA ARGENTINA 1774 ISLAS MALVINAS PREDIO ESCUELA DOMINGO SAVIO,8300,299,4435223,32849,3387,0,0,3
Salta,660061700,ESCUELA DE EDUCACION TECNICA N° 3115 EX N° 5115-7117,Estatal,Urbano,HIPOLITO IRIGOYEN Y SAN LUIS  CENTRO ,A4550,3878,573538,30262,1891,0,0,5
Chaco,220020703,E.P.G.C.B.I.I. Nº 3 (EX-C.E.R.E.C.) ,Social/cooperativa,Rural,   FUNCIONA EN E.E.P N°578-LOTE N° 91-PJE.LA ARGENTINA,,3644,226403,26150,1875,0,0,7
Mendoza,500114000,1-362 JOSÉ CARLETTO,Estatal,Rural,LEZCANO S/N  SAN MARTIN Y LEZCANO,M5589,261,2418656,26671,2923,0,0,9
Santa Fe,820397500,ESCUELA NRO 1134 ALMAFUERTE,Estatal,Rural,ZONA RURAL    COLONIA ALGARROBAL,S2342,3408,15671109,19022,4777,0,0,5
Tierra del Fuego,940013205,C.E.N.S. Nº 1 - ANEXO WIKAM,Estatal,Urbano,CARLOS MOYANO 811 CENTRO ,9420,2901,443298,22924,2316,0,0,6
Mendoza,500027400,VIRGINIA CABRINI DE LOPEZ,Estatal,Urbano,VARASCHIN 95 I Bº PERDRIEL ,M5509,261,0,21814,2394,0,0,3
Mendoza,500083500,JOAQUIN V. GONZALEZ,Estatal,Rural,CALLE 7 S/N  LA CALIFORNIA,M5620,,02625-422599D,29705,3593,0,0,4
Santa Cruz,780020200,ESCUELA PRIMARIA PROVINCIAL Nº 62 RENE GERONIMO FAVALORO,Estatal,Urbano,LUIS GOTTI 577 213 VIVIENDAS ,Z9400,2966,442832,33315,2014,0,0,3
Tucumán,900177752,C.E.B.A. N° 61,Estatal,Urbano,AV. SAN MARTIN 7  EN DIAGONAL A COMUNA SAN ANDRES,T4111,381,154882061,24688,2981,0,0,7
San Juan,700089400,ESCUELA DE NIVEL INICIAL ENI N°41,Estatal,Urbano,RUTA PROVINCIAL 270   ,,,,33292,4532,0,0,8
Santa Fe,820459200,I.S.P.I. NRO 4100 JUAN MARCOS,Privado,Urbano,PASAJE A F ROCA 6220  ,S3000,342,4892667,29386,4180,0,0,10
Catamarca,100036300,ESCUELA N° 20  JOSE M.FIGUEROA CACERES,Estatal,Rural,   CAÑADA DE IPIZCA,K4701,,3856977711,20675,2074,0,0,4
Entre Ríos,300025200,FLORENTINO AMEGHINO 6,Estatal,Urbano,CARLOS REGGIARDO S/N  QUINTO CUARTEL,E3153,03436-,428186,25382,2550,0,0,10
Salta,660085900,BUENA FE EX N°257,Estatal,Rural,RUTA PROV. N°54. MISION LA PAZ  MISION ABORIGEN SANTA VICTORIA ESTE,A4561,3873,453503,29797,2272,0,0,6
Santa Fe,820019802,C.E.P.A. NRO 51 - ESCUELA NOCTURNA NRO 43,Estatal,Urbano,JUAN JOSE PASO 3478  INCLUCAMCO,S3000,342,4525787,28624,1866,0,0,7
Santa Fe,820391606,CENTRO DE ALFABETIZACION NRO 52,Estatal,Urbano,  BELGRANO CAPILLA VIRGEN DE ITATI,S3583,3482,494191,31749,3567,0,0,10
Ciudad de Buenos Aires,20122400,INST. PRIVADO SUP. DEL HOSP. ITALIANO,Privado,Urbano,POTOSI 4032 ALMAGRO SUBSUELO,C1199,11,4959-0200 INT 8443,24983,3400,0,0,4
Tucumán,900225600,ESC. DE NIVEL INICIAL JOSE INGENIEROS,Estatal,Urbano,AV. EUDORO AVELLANEDA S/N   ,4182,381,153007736,22796,2520,0,0,9
Buenos Aires,60433900,JARDÍN DE INFANTES Nº908 ATILIO SANTIAGO GIRAUDO,Estatal,Rural,MIGUEL PLANES Y RIO NEGRO S/N  VIÑA,2754,2478,49-1141,18223,2782,0,0,7
La Rioja,460050900,ESC.N°083,Estatal,Rural,MOLLACO   ,F5385,,,21435,4685,0,0,6
Río Negro,620110301,CENTRO DE ESTUDIOS SUPERIORES anexo 01,Privado,Urbano,PASAJE GUTIERREZ 843  ,R8400,-,-,21292,3632,0,0,5
Santa Fe,820433600,E.E.S. ORIENTADA NRO 541,Estatal,Urbano,CERRITO 5651 FONAVI PARQUE OESTE ,S2000,341,4727558,25097,2091,0,0,3
Buenos Aires,60206500,JARDÍN DE INFANTES ESTRELLITAS DE COLORES,Privado,Urbano,LA GUARDA 234  ,1882,11,4224-2709,25698,3245,0,0,3
Santa Fe,820431900,E.E.S. ORIENTADA NRO 524,Estatal,Urbano,CALLE 91 425 CARMEN LUISA CALLE 12,S3560,3482,438891,33580,1940,0,0,9
San Juan,700066322,PROPAA -ZONA ESTE-043,Estatal,Rural,RUTA 20 KM 4   ,J5411,,,19806,3628,0,0,3
Tucumán,900085900,ESC. PARROQUIAL NTRA. SRA. DE LAS MERCEDES,Privado,Urbano,ALVARO GOMEZ LLUECA 481  ,T4172,0,0,24800,4630,0,0,7
Santiago del Estero,860077700,ESCUELA Nº949,Estatal,Rural,KILOMETRO OCHENTA Y OCHO   KILOMETRO 88,G5250,,,32872,2233,0,0,6
Mendoza,500072900,COLEGIO ESPAÑOL DE MENDOZA,Privado,Urbano,LAMADRID 1743  ,M5519,,4-322648,18987,3988,0,0,8
Mendoza,500138502,MANUELA SAENZ,Estatal,Urbano,   BELGRANO S/N,M5535,2623,494057,23197,4282,0,0,8
San Juan,700092900,ESCUELA DE EDUCACIÓN SECUNDARIA HIPÓLITO VIEYTES,Estatal,Rural,JUAN JOSE BUSTOS S/N   ,J5442,264,4302404,33837,2368,0,0,8
Buenos Aires,60274700,JARDÍN DE INFANTES MODELO COLORES,Privado,Urbano,128 E/ 15 Y 16 1548  BARRIO SAN JUAN,1884,11,4256-9325,31855,4805,0,0,5
La Pampa,420012800,Escuela Nº 237 Agrónomo Juan Willamson,Estatal,Urbano,Calle 10  209 Rucci y Alborada Norte,L6360,2302,427447,26869,3756,0,0,3
Santiago del Estero,860222100,Escuela N° 1244,Estatal,Urbano,  El Rincón ,,,,27871,3751,0,0,6
Santiago del Estero,860143000,ESCUELA Nº 49 JOSE IGNACIO GORRITI,Estatal,Rural,EL BAGUAL   EL BAGUAL,4184,,,26549,2815,0,0,6
Santiago del Estero,860088200,COLEGIO SECUNDARIO NUESTRA SEÑORA DEL PILAR Sede de Agrupamiento 86040,Estatal,Rural,M.BELGRANO S/N   VILLA RIO HONDO,G4225,,,23048,4363,0,0,4
Santa Fe,820312200,ESCUELA PART. INC. NRO 1112 SANTA JUSTINA,Privado,Urbano,NECOCHEA 688  ,S2107,3402,461246,28101,4434,0,0,5
Buenos Aires,60004800,INSTITUTO STELLA MARIS ADORATRICES,Privado,Urbano,ALMIRANTE BROWN 1074  ,7600,223,451-0256,21639,4750,0,0,7
La Rioja,460020500,ESCUELA ESPECIAL N°379 AMOR Y ESPERANZA,Estatal,Urbano,GUILLERMO IRIBARREN S/N°  ,F5360,,03825-429625,24390,4049,0,0,4
San Juan,700042500,COLEGIO PARROQUIAL SAN JUAN BOSCO NIVEL INICIAL Y PRIMARIA ,Privado,Rural,RAWSON S/N   ,J5439,264,4971266,30644,2155,0,0,9
Ciudad de Buenos Aires,20047600,LORENZO ANADON,Estatal,Urbano,TRAFUL 3847 NUEVA POMPEYA ,C1437,11,4911-3154,28354,4537,0,0,3
Buenos Aires,60327700,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 ESTADOS UNIDOS DE NORTE AMERICA,Estatal,Urbano,RAMOS MEJIA Y SAENZ PEÑA S/N  BARRIO ARCA,1742,237,466-5837,31362,2301,0,0,3
Entre Ríos,300106500,HERMINIO J. QUIROS 24,Estatal,Rural,RUTA PROVINCIAL 11   DISTRITO SAUCE,E2843,0,0,31864,2063,0,0,5
San Luis,740000900,ESC. N° 215 MINISTRO ANDRES MATILDE GARRO,Estatal,Rural,SOBRE RUTA PROVINCIAL Nº8   LAS LAGUNAS,D5773,,02652-15651778,24925,1886,0,0,8
La Pampa,420019900,Escuela para Adultos Nº 5,Estatal,Urbano,Luther King 1785 Colonia Escalante Escuela Nº 37,L6300,2954,704943,21958,1677,0,0,7
Santa Fe,820069502,NUCLEO II - JARDIN DE INFANTES NRO 96,Estatal,Urbano,AVELLANEDA 3051 VILLA TALLERES N. INICIAL ESC. NRO 688,S3020,342,4578971,18535,4117,0,0,7
Catamarca,100040801,ESCUELA SECUNDARIA N°61 ANEXO -N°01- EN ESCUELA N°292 PCIA.DE TUCUMAN,Estatal,Rural,Nuestra Señora del Rosario s/n  Centro LA MERCED,K4718,0,0,20096,3463,0,0,8
Mendoza,500007600,MADRE TERESA DE CALCUTA,Estatal,Urbano,  COVIMET IV CHACABUCO S/N,M5525,261,4265887,26828,1712,0,0,5
La Rioja,460000400,JARDIN DE INFANTES N°01 FEDERICO FROEBEL,Estatal,Urbano,SAN NICOLAS DE BARI Y PUERTO ARGENTINO  HOSPITAL ,F5300,,0380-4425084,31095,4828,0,0,8
Entre Ríos,300106300,ZAMBA DE VARGAS 23,Estatal,Rural,   DISTRITO SAUCE,E2843,0,0,20722,3650,0,0,9
Misiones,540134500,ESC. Nº 858: HEROES DE MALVINAS,Estatal,Urbano,SALTO ALEGRIA  980 LOS LAPACHOS ,N3380,3751,450830/450902/604411,31459,2547,0,0,7
Salta,660081300,JARDIN DE INFANTES  PINTURITAS  EX N°2553,Estatal,Urbano,FRANCISCO ARIAS 1550 VILLA ESTELA ,A4400,387,4236098,30164,2586,0,0,6
Córdoba,140096500,J.DE INF. REPUBLICA DE VENEZUELA,Estatal,Urbano,BOYERO 511 CHATEAU CARRERAS ,X5003,351,4337999,25459,2923,0,0,3
San Juan,700025800,COLEGIO PROVINCIAL DE SANTA LUCÍA,Estatal,Rural,4 DE DICIEMBRE  ROQUE SAENZ PEÑA B°ROQUE SAENZ PEÑA,J5411,264,4307695,18629,3344,0,0,3
Santiago del Estero,860165802,AGRUPAMIENTO Nº 86044 ESC Nº 1055,Estatal,Rural,   POZO CAVADO,G4200,,,31852,4037,0,0,7
Misiones,540194903,NENI Nº 80 (Ext. ESC. Nº 37),Estatal,Urbano,Av. de los Suecos  La Picada ,3315,3754,15478740,19524,3849,0,0,9
Río Negro,620080901,CENTRO DE EDUCACION BASICA PARA ADULTOS NRO.36,Estatal,Rural,LOS MENUCOS 1741 ANAI MAPU CEM 147,R8324,299,4790397,23461,4935,0,0,6
San Luis,740065679,ESCUELA PUBLICA DIGITAL DE ADULTOS HOUSSAY,Estatal,Urbano,CESAR MILSTEIN Y MIGUEL QUEVEDO   ,,266,266,29892,4671,0,0,3
Chubut,260040100,Capitán Antonio Oneto,Estatal,Urbano,Simón de Alcazaba  Corradi ,U9100,280,4421913,30770,4621,0,0,9
Tucumán,900077100,COL. FASTA ANGEL MARIA BOISDRON OP,Privado,Urbano,LAMADRID 1048  ,T4107,381,4251880,30700,4097,0,0,3
Entre Ríos,300058300,CORONEL BERNARDINO RAMIREZ 167,Estatal,Rural,   COLONIA QUEBRACHO,E3117,,,29514,3204,0,0,7
Santa Cruz,780006400,E.P.J.A. PRIMARIA Nº 13 NILDA ROTONDO,Estatal,Urbano,AV. JUAN DOMINGO PERON 1295 CENTRO ,Z9040,2963,432697,31828,2198,0,0,4
Tucumán,900159100,C.E.J.A. REMEDIOS E. DE SAN MARTÍN,Estatal,Urbano,PADRE SCROCCHI 259  ,T4145,0,0,34156,2473,0,0,6
Misiones,540038900,ESC. Nº 211: SAN FCO. DE ASIS,Estatal,Urbano,A 5 KM R.14 POR RUTA PROV. Nº 22   R.22  PARAJE PIÑEIRO,N3364,376,4250561,30875,3084,0,0,10
Tucumán,900073100,INST. PRIVADO RIVADAVIA,Privado,Urbano,AV. RIVADAVIA 1090 VILLA NUEVA ,T4178,,4-940168,22809,2912,0,0,6
Buenos Aires,60424600,JARDÍN DE INFANTES VIRGEN DE BEGOÑA,Privado,Urbano,SAENZ PEÑA/URQUIZA Y PASTEUR (P.A.) 754  ,7000,2293,44-6065,20842,4967,0,0,9
Mendoza,500152900,GARABATOS,Social/cooperativa,Rural,  EL PORVENIR RUTA 40-KM. 3339(EX.KM.42),M5543,1,4-905044,31445,1502,0,0,3
Córdoba,140082001,C.E.N.M.A. ALTA GRACIA ANEXO SEDE ANIZACATE,Estatal,Urbano,SALOMON PALACIOS 180  RUTA A JOSE DE LA QUINTANA,X5197AB,3547,494932,30769,4991,0,0,4
Tucumán,900078900,ESC. N° 301 CAPITAL FEDERAL,Estatal,Urbano,DOMINGO MATHEU 284 VILLA ALEM ,T4000,,4299596,24683,4220,0,0,10
Buenos Aires,60388700,ESCUELA DE EDUCACIÓN PRIMARIA Nº23 FRAGATA ESCUELA LIBERTAD,Estatal,Urbano,BOLAÑOS Y DONOVAN 820  ,1824,11,4241-7258,28850,3566,0,0,3
Santiago del Estero,860206000,COLEGIO SECUNDARIO CAMPO CONTRERAS,Estatal,Urbano,AV. RICARDO YUNES S/N  SIGLO XXI MANZANA 36,G4200,,,22168,2342,0,0,8
Río Negro,620090400,CENTRO DE EDUCACIÓN TÉCNICA NRO.19 PROFESORA ALICIA MARÍA MAZZOLA,Estatal,Urbano,PABLO TORELLO 745  EX CEM 133,R8520,2934,421059,30013,1645,0,0,3
Misiones,540057800,E.F.A. ESPIRITU SANTO,Privado,Urbano,MARIANO MORENO  289  J.D.PERON Y MARIANO MORENO,N3338,3755,495108,20248,2342,0,0,8
Mendoza,500090100,RAMON CESAR NOVERO,Estatal,Urbano,CALLE 9   CALLE 2 Y 9 COLONIA CANO 4 KM. OESTE - RUTA 40 UGARTECHE,M5509,261,156639387,21633,2316,0,0,10
San Juan,700029400,MERCEDES NIEVAS DE CASTRO,Estatal,Rural,MATÍAS SÁNCHEZ S/N   ZONDA ARRIBA,J5401,264,4307719,27378,1766,0,0,7
Buenos Aires,60511400,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 HIPOLITO YRIGOYEN,Estatal,Rural,BERMEJO S/N  ,8101,2932,15-41-9024,19517,3288,0,0,5
Buenos Aires,60265300,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 JUAN BAUTISTA ALBERDI,Estatal,Urbano,PELLEGRINI 21  ,6640,2342,43-1894,18612,4406,0,0,5
Buenos Aires,60435100,INSTITUTO JUAN RAMON GIMENEZ,Privado,Urbano,PRESIDENTE QUINTANA 330  ,1824,11,4241-2041,26282,2383,0,0,6
San Juan,700050200,BARRIO PARQUE RIVADAVIA NORTE,Estatal,Rural,LARRALDE  PARQUE RIVADAVIA NORTE ,J5400,264,4232878/4307810,34784,3390,0,0,7
La Rioja,460090200,JARDIN MATERNAL DE EDUCACION INICIAL PRIMER CICLO N°4,Estatal,Urbano,Tilcara y Santo Domingo  Infanteria ,5300,3804,948653,29185,3263,0,0,7
Buenos Aires,60420400,JARDÍN DE INFANTES Nº909 JOSÉ DE SAN MARTIN,Estatal,Urbano,JOSE RUCCI E/ TUYUTI Y R. DE ESCALADA 958  ,1822,11,4228-5077,31827,1586,0,0,4
San Juan,700094203,JINZ N°2 CALINGASTA SATURNINO ARAOZ,Estatal,Urbano,HIPÓLITO IRIGOYEN S/N   ,J5405,264,4307728,19574,3729,0,0,6
Santa Fe,820457400,JARDIN DE INFANTES NRO 334,Estatal,Urbano,DERQUI 7581 FONAVI ,S2000,341,4727617,22716,2119,0,0,3
Córdoba,140049200,J.DE INF. REPUBLICA ARGENTINA,Estatal,Urbano,URITORCO  AMEGHINO SUR B° AMEGHINO SUR - ALTURA URITORCO AL 3700,X5010,351,4343324,22546,4719,0,0,10
"Mendoza,500072701,BLANCA;ROSA QUIROGA (1438),Estatal,Urbano,   COMANDANTE SALAS Y BARDAS BLANCA,M5613,,02627-472695,32408,3765,0,0,8"
Misiones,540092605,Aula Sat. Nº 05: Esc. Nº 657 Yvytu Porá,Estatal,Urbano,   Comunidad Yvytu Porá,3364,,03755-340625,23650,3914,0,0,3
Santiago del Estero,860223200,Agrupamiento 86162 con Sede en Esc. N° 776,Estatal,Rural,   ,,,,18670,1774,0,0,3
Entre Ríos,300068800,ESTANILAO SOLER 37,Estatal,Rural,MONTE CASEROS S/N   ,E3113,,,28349,2057,0,0,9
Ciudad de Buenos Aires,20023902,JIN B JARDIN DE LOS PUENTES DE 09 (ESC.PRIM.N°03DE 9),Estatal,Urbano,ZAPATA 449 COLEGIALES ,C1426,11,4755-5651,32209,2450,0,0,9
Entre Ríos,300032400,JOSE DE ORO 49,Estatal,Rural,CALLE VECINAL S/N  PERDICES,E2820,0,0,29272,2192,0,0,5
Buenos Aires,60355200,ESCUELA DE EDUCACIÓN PRIMARIA Nº33 MARTÍN MIGUEL DE GÜEMES,Estatal,Rural,RUTA 68 S/N  SAN FRANCISCO,6075,2355,15-64-8534,18984,2442,0,0,7
Santa Fe,820133500,JARDIN DE INFANTES NRO 15 ALFONSO DURAN,Estatal,Urbano,FRAY ANTONIO ROSSI 315 CENTRO ,S3003,3405,470547,21222,2836,0,0,8
San Juan,700094700,CENTRO MOVIL DE FORMACIÓN PROFESIONAL,Estatal,Urbano,   ,,,,20562,2080,0,0,5
Mendoza,500031400,JUAN NESTOR MILAN OYOLA,Estatal,Rural,RUTA GANADERA N° 77-KM.25   LA GLORIOSA - RUTA GANADERA 77-KM.25,M5590,,02626-4214677D,33790,4204,0,0,3
"Misiones,540030500,ESC. Nº 190,Estatal,Rural,   RUTA PROV. 13- KM.29- COLONIA CHAFARIZ; SAN VICENTE,N3356,3755,15629132/673581,34833,2019,0,0,3"
Santa Fe,820172600,ESCUELA NRO 326 DOCTOR MARIANO MORENO,Estatal,Rural,SAN JERONIMO 581  ,S3012,3404,495102,20510,4085,0,0,8
San Luis,740008400,ESCUELA TECNICA N° 33 PROFESOR GABINO PUELLES,Estatal,Urbano,VICENTE LOPEZ Y PLANES S/N ESTACION ,D5713,,02651-491088,22539,3410,0,0,7
Chaco,220012901,E.E.P. Nº  152,Estatal,Urbano,   LOTE 123-SECC.I-PJE.SAN ANTONIO-COL. NECOCHEA,H3718,3731,533533,30347,3469,0,0,10
"Córdoba,140061802,C.E.N.M.A. Nº 70 COMPAÑERO HUGO ESTANISLAO OCHOA ANEXO BARRIO CIUDAD OBISPO ANGELELLI,Estatal,Urbano,CALLE PUBLICA  CIUDAD OBISPO ANGELELLI CAMINO SAN ANTONIO KM 7;5,X5000,351,156691043 COORD,29581,3785,0,0,10"
Santiago del Estero,860076300,ESCUELA Nº730 SILVERIA DE BARRAZA,Estatal,Rural,GUAYPE   GUAYPE,G4350,,,27527,3419,0,0,10
Mendoza,500140000,DR. ARMANDO SERGIO FIGUEROA,Estatal,Rural,   LIBERTADOR S/N,5589,2634,496032,28172,2138,0,0,9
Buenos Aires,60035800,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 JUAN BAUTISTA ALBERDI,Estatal,Urbano,SADI CARNOT E/SAENZ PEÑA Y ESTRADA 295  ,7500,2983,42-2963,33804,4631,0,0,7
Mendoza,500262601,LA MAGIA DE LOS DUENDES,Social/cooperativa,Rural,SANTA ROSA  275  ,5594,,,30779,3795,0,0,5
Río Negro,620080500,COLEGIO TECNOLOGICO DEL SUR,Privado,Urbano,ROLANDO 654 CENTRO ,R8400,2944,435790,33952,4837,0,0,8
Tierra del Fuego,940006300,COLEGIO NACIONAL DE USHUAIA,Privado,Urbano,DEL MONTE 1850 CASAS DEL SUR ,V9410,2901,445285,28914,4575,0,0,10
Tucumán,900040900,ESC. N° 97 ROBERTO MARTIN BERHO,Estatal,Rural,Ruta Provincial nro 327   LA TUNA (RUTA PROV. 327 KM 18),T4149,,,20982,1810,0,0,7
Santa Fe,820402900,ESCUELA ESPECIAL DE FORMACION LABORAL NRO 2114,Estatal,Urbano,LA VUELTA DE OBLIGADO 951 PEDRO CASTRO ,S3060,3491,472518,27130,2803,0,0,6
Tucumán,900177971,C.E.B.A. N° 8,Estatal,Urbano,SARMIENTO S/Nº   EN EDIFICIO DE ESC. MIXTA DE CAPACITACION TECNICA LA MADRID,T4176,3865,15630734,21599,2531,0,0,6
Buenos Aires,60357400,JARDÍN DE INFANTES Nº901 MANUEL BELGRANO,Estatal,Urbano,AV.NUEVE DE JULIO (E/ALEM Y RIVADAVIA) 141  ,6070,2355,42-2226,34063,3870,0,0,5
Formosa,340006500,NEP Y FP Nº03 - EPEP Nº 64,Estatal,Urbano,SARMIENTO 860  EPEP Nº64,P3624,3716,432110,29684,3842,0,0,4
Mendoza,500027300,DOMINGO FRENCH,Estatal,Urbano,AMEGHINO S/N   URUGUAY Y AMEGHINO TRES ESQUINAS,M5509,261,4-880488,25381,4910,0,0,6
Buenos Aires,60305600,ESCUELA CEFERINO NAMUNCURA,Privado,Urbano,21 Y ALVEAR. S/N  ,1896,221,480-2687,27806,4994,0,0,5
Buenos Aires,60391200,JARDÍN DE INFANTES Nº933,Estatal,Urbano,MANZANA 23 ENTRE 13 Y 17 S/N  DON ORIONE,1850,11,4268-5799,33801,1613,0,0,3
Ciudad de Buenos Aires,20023700,REPUBLICA DE TURQUIA,Estatal,Urbano,AVDA. RUIZ HUIDOBRO 3853 SAAVEDRA ,C1430,11,4541-4693,31982,4661,0,0,3
Misiones,540193302,NENI Nº 76 (Ext. ESC. Nº 206),Estatal,Urbano,Picada San Javier - Bañado Chico   Ruta Nº4- Lote 32- Km 78- Bañado Chico,3315,3754,15473734,34662,4754,0,0,5
Río Negro,620079300,ESCUELA DEL VALLE,Privado,Urbano,ISIDRO LOBO 1444 CENTRO ,R8332,298,4430212,30141,2448,0,0,10
Salta,660114800,INSTITUTO TIMOTEO EX N° 121 BIS,Privado,Urbano,AVENIDA PERON ESQUINA FRAGATA LIBERTAD 0 2 DE ABRIL ,A4403,387,4290034,19139,2200,0,0,8
Buenos Aires,60515500,ESCUELA ESPECIAL Nº507 MADRE TERESA DE CALCUTA,Estatal,Urbano,AVENIDA DE PAULA E/ SAN MARTIN Y MITRE 1176  ,7311,2281,49-7061,26647,2114,0,0,9
Mendoza,500067600,MAESTRO RICARDO PETERSEN,Estatal,Rural,Av. Alvear oeste  EL DESVIO RUTA 143 Y CALLE L -EL DESVIO,M5620,261,0,20940,4658,0,0,10
Buenos Aires,60364600,JARDÍN DE INFANTES ANGEL CUSTODIO,Privado,Urbano,360 E/ 310 Y 311 S/N  ,1886,11,4258-0257,25440,4687,0,0,4
Jujuy,380074800,ESCUELA N 455,Estatal,Urbano,CALLE 260  ALTO COMEDERO - ADEP MANZANA 12 - LOTE 2,Y4600,388,4057138,34163,4963,0,0,8
Misiones,540079800,B.O.P. Nº 35,Estatal,Rural,VIRGEN DEL CARMEN  VILLALONGA NORTE ,N3304,376,154619865/4482985/4223950/4624439,28800,4032,0,0,5
La Rioja,460048100,C.E.J.A. ANGEL V.PEÑALOZA,Estatal,Urbano,DOMINGO F.SARMIENTO 69 RIVER ,F5470,,,32632,2147,0,0,9
Buenos Aires,60481200,CENTRO EDUCATIVO PARA LA PRODUCCIÓN TOTAL Nº6,Estatal,Rural,EX ESTACION FERROCARRIL CASEY   ,6417,2929,49-3472,31166,3417,0,0,7
Misiones,540030900,ESC. Nº 23,Estatal,Urbano,   RUTA N°222- KM.30- COLONIA UNIDA,N3356,3755,15654488,26898,4488,0,0,6
Santa Cruz,780010600,ESCUELA ESPECIAL Nº 10,Estatal,Urbano,COMODORO PY 315  ,Z9400,2966,426836,25657,4928,0,0,6
Tucumán,900083600,ESC. WENCESLAO POSSE,Estatal,Urbano,CALLE PRINCIPAL S/N  SAN WENCESLAO DELFIN GALLO,T4117,,4891744,21897,2422,0,0,7
Córdoba,140059400,CONGRESO DE TUCUMAN,Estatal,Rural,CALLE PUBLICA   COLONIA LA SARA P/CNEL.MOLDES,X5847,358,156544788,25550,4682,0,0,4
Misiones,540193800,ESC. Nº 953 (Ex Aula Sat. Nº 01:Esc. Nº 455),Estatal,Urbano,  Nuevo A 200m de Ruta Prov. Nº 02,3364,3755,698847,23086,2804,0,0,5
San Juan,700090400,ESCUELA DE NIVEL INICIAL ENI N°44,Estatal,Urbano,SALTA NORTE 1750  ,J5413,,,20729,4908,0,0,5
Río Negro,620109600,INSTITUTO TECNICO SUPERIOR,Estatal,Urbano,RIO SALADO 1176  ,8324,299,4771976,33326,3631,0,0,3
Formosa,340114500,C.D.I-MEDALLA MILAGROSA,Social/cooperativa,Urbano,   ,3606,3704,760553,19579,2010,0,0,4
Formosa,340012400,EPEP N°461,Estatal,Rural,   PARAJE LOS CIENEGUITOS,P3636,,,32259,3971,0,0,5
Mendoza,500056100,MARCOS SASTRE,Estatal,Urbano,GARIBALDI 76  ,5584,263,4461299,21868,2750,0,0,7
La Rioja,460069815,C.A.P. N°17,Estatal,Urbano,SAN NICOLAS DE BARI S/N° GUILLERMO PAEZ ,F5350,,,34001,2837,0,0,4
Córdoba,140082800,GENERAL SAN MARTIN,Estatal,Rural,CALLE PUBLICA S/N   COLONIA NORTE P/RIO SEGUNDO,X5960,3572,15581956 (DIRECT.),34229,2572,0,0,10
Buenos Aires,60133400,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 JUAN BAUTISTA ALBERDI,Estatal,Urbano,DR. ROMAN SUBIZA 1295  BARRIO LOS FRESNOS,2900,3461,45-1168,20188,4620,0,0,8
Santa Fe,820296200,E.E.S. ORIENTADA NRO 333 HERNANDARIAS,Estatal,Urbano,VELEZ SARSFIELD 578  ,S3003,3405,470255,29503,3045,0,0,8
La Rioja,460036800,ESC.N°171 SAN NICOLAS DE BARI,Estatal,Rural,CARRIZAL   ,F5385,,,32679,3884,0,0,10
San Luis,740046100,ESC. N° 50 EULALIO ASTUDILLO,Estatal,Urbano,EDISON Y 25 DE MAYO   ,D5711,,02651-470258,24999,4978,0,0,6
Córdoba,140073100,J.DE INF. PQUIAL. DEL NIÑO DIOS,Privado,Urbano,ASUNCION 440 LA QUINTA VILLA CARLOS PAZ,X5152,3541,423688,24228,3724,0,0,6
Entre Ríos,300035900,CANAL DE BEAGLE 57,Estatal,Rural,CNIA. OFICIAL 17 - LAS MARGARITAS   ,E3228,0,0,31088,4753,0,0,4
